"country_year";"alpha_3";"year";"political_stability";"population_total";"population_rural";"population_urban";"safe_drinking_water_total";"basic_drinking_water_total";"safe_drinking_water_rural";"basic_drinking_water_rural";"safe_drinking_water_urban";"basic_drinking_water_urban";"unknown_drinking_water_total";"unknown_drinking_water_rural";"unknown_drinking_water_urban"
"MDA_2014";"MDA";2014;-0,16;4073407;2342382;1731025;2933918;3582739;NA;1909923;NA;1672815;NA;NA;NA
"MDA_2015";"MDA";2015;-0,33;4070700;2341041;1729659;2943238;3595151;NA;1921489;NA;1673664;NA;NA;NA
"MDA_2016";"MDA";2016;-0,3;4066009;2337516;1728493;2951401;3605943;NA;1931237;NA;1674705;NA;NA;NA
"MDA_2017";"MDA";2017;-0,32;4059684;2332012;1727672;2958613;3615378;NA;1939300;NA;1676077;NA;NA;NA
"MDA_2018";"MDA";2018;-0,35;4051944;2324660;1727284;NA;NA;NA;NA;NA;NA;4051944;2324660;1727284
"MDG_2000";"MDG";2000;0,16;15766806;11490635;4276171;NA;5639552;NA;2733830;NA;2905746;NA;NA;NA
"MDG_2001";"MDG";2001;NA;16260932;11806896;4454036;NA;5962972;NA;2891080;NA;3071892;NA;NA;NA
"MDG_2002";"MDG";2002;-0,23;16765117;12127427;4637690;NA;6300376;NA;3054451;NA;3245904;NA;NA;NA
"MDG_2003";"MDG";2003;0,62;17279141;12452023;4827118;NA;6651998;NA;3224033;NA;3427972;NA;NA;NA
"MDG_2004";"MDG";2004;0,24;17802997;12780505;5022492;NA;7018296;NA;3399915;NA;3618422;NA;NA;NA
"MDG_2005";"MDG";2005;-0,02;18336724;13053181;5283543;NA;7427037;NA;3565925;NA;3861112;NA;NA;NA
"MDG_2006";"MDG";2006;0,18;18880269;13324763;5555506;NA;7853782;NA;3736252;NA;4117524;NA;NA;NA
"MDG_2007";"MDG";2007;0,09;19433530;13595045;5838485;NA;8298932;NA;3910855;NA;4388110;NA;NA;NA
"MDG_2008";"MDG";2008;-0,47;19996473;13863555;6132918;NA;8763194;NA;4089610;NA;4673583;NA;NA;NA
"MDG_2009";"MDG";2009;-0,73;20569117;14130847;6438270;NA;9246653;NA;4272691;NA;4973929;NA;NA;NA
"MDG_2010";"MDG";2010;-0,98;21151640;14396303;6755337;NA;9750111;NA;4459920;NA;5290155;NA;NA;NA
"MDG_2011";"MDG";2011;-0,71;21743967;14659826;7084141;NA;10273979;NA;4651271;NA;5622688;NA;NA;NA
"MDG_2012";"MDG";2012;-0,54;22346645;14921573;7425072;NA;10819072;NA;4846791;NA;5972257;NA;NA;NA
"MDG_2013";"MDG";2013;-0,66;22961255;15182376;7778879;NA;11386636;NA;5046761;NA;6339905;NA;NA;NA
"MDG_2014";"MDG";2014;-0,56;23589888;15443372;8146516;NA;11978471;NA;5251590;NA;6726876;NA;NA;NA
"MDG_2015";"MDG";2015;-0,43;24234088;15705295;8528793;NA;12595868;NA;5461574;NA;7134338;NA;NA;NA
"MDG_2016";"MDG";2016;-0,29;24894370;15968189;8926181;NA;13239984;NA;5676797;NA;7563214;NA;NA;NA
"MDG_2017";"MDG";2017;-0,3;25570512;16231627;9338885;NA;13911376;NA;5897168;NA;8014220;NA;NA;NA
"MDG_2018";"MDG";2018;-0,52;26262313;16495213;9767100;NA;NA;NA;NA;NA;NA;26262313;16495213;9767100
"MDV_2000";"MDV";2000;1,18;279398;201988;77410;NA;258436;NA;182621;NA;75815;NA;NA;NA
"MDV_2001";"MDV";2001;NA;286306;203681;82625;NA;266324;NA;185389;NA;80934;NA;NA;NA
"MDV_2002";"MDV";2002;1,08;294186;205807;88379;NA;275158;NA;188575;NA;86583;NA;NA;NA
"MDV_2003";"MDV";2003;1,03;302683;208088;94595;NA;284616;NA;191930;NA;92686;NA;NA;NA
"MDV_2004";"MDV";2004;0,5;311265;210134;101131;NA;294199;NA;195094;NA;99105;NA;NA;NA
"MDV_2005";"MDV";2005;0,81;319608;211741;107867;NA;303594;NA;197873;NA;105721;NA;NA;NA
"MDV_2006";"MDV";2006;0,76;327487;213543;113944;NA;312548;NA;200855;NA;111693;NA;NA;NA
"MDV_2007";"MDV";2007;0,08;335169;217188;117981;NA;321270;NA;205603;NA;115667;NA;NA;NA
"MDV_2008";"MDV";2008;-0,16;343452;221148;122304;NA;330680;NA;210742;NA;119938;NA;NA;NA
"MDV_2009";"MDV";2009;-0,23;353398;226101;127297;NA;341752;NA;216884;NA;124868;NA;NA;NA
"MDV_2010";"MDV";2010;-0,17;365734;232483;133251;NA;355212;NA;224469;NA;130743;NA;NA;NA
"MDV_2011";"MDV";2011;-0,24;380495;240286;140209;NA;371123;NA;233515;NA;137607;NA;NA;NA
"MDV_2012";"MDV";2012;-0,37;397237;249199;148038;NA;389077;NA;243747;NA;145330;NA;NA;NA
"MDV_2013";"MDV";2013;0,13;415593;258976;156617;NA;408735;NA;254941;NA;153794;NA;NA;NA
"MDV_2014";"MDV";2014;0,68;435015;269247;165768;NA;429573;NA;266749;NA;162824;NA;NA;NA
"MDV_2015";"MDV";2015;0,42;454915;279640;175275;NA;451017;NA;278809;NA;172208;NA;NA;NA
"MDV_2016";"MDV";2016;0,42;475512;290282;185230;NA;471894;NA;289856;NA;182038;NA;NA;NA
"MDV_2017";"MDV";2017;0,23;496402;300919;195483;NA;492710;NA;300543;NA;192166;NA;NA;NA
"MDV_2018";"MDV";2018;0,1;515696;310407;205289;NA;NA;NA;NA;NA;NA;515696;310407;205289
"MEX_2000";"MEX";2000;-0,2;98899845;24999478;73900367;38473157;88060086;NA;18282858;NA;69777318;NA;NA;NA
"MEX_2001";"MEX";2001;NA;100298153;25029608;75268545;39272544;90031554;NA;18698519;NA;71333001;NA;NA;NA
"MEX_2002";"MEX";2002;-0,06;101684758;25050196;76634562;40071787;92007684;NA;19111258;NA;72896405;NA;NA;NA
"MEX_2003";"MEX";2003;-0,12;103081020;25067117;78013903;40879211;94007468;NA;19525209;NA;74482284;NA;NA;NA
"MEX_2004";"MEX";2004;-0,21;104514932;25086673;79428259;41706025;96056779;NA;19945207;NA;76111581;NA;NA;NA
"MEX_2005";"MEX";2005;-0,45;106005203;25114425;80890778;42559838;98173178;NA;20375908;NA;77797312;NA;NA;NA
"MEX_2006";"MEX";2006;-0,64;107560153;25152126;82408027;43444396;100365540;NA;20819167;NA;79546351;NA;NA;NA
"MEX_2007";"MEX";2007;-0,73;109170502;25196746;83973756;44356270;102626167;NA;21272935;NA;81353212;NA;NA;NA
"MEX_2008";"MEX";2008;-0,8;110815271;25242033;85573238;45287320;104917738;NA;21715923;NA;83201755;NA;NA;NA
"MEX_2009";"MEX";2009;-0,69;112463887;25282321;87181566;46225042;107090160;NA;22047870;NA;85042244;NA;NA;NA
"MEX_2010";"MEX";2010;-0,73;114092963;25311153;88781810;47159756;109255638;NA;22370640;NA;86885040;NA;NA;NA
"MEX_2011";"MEX";2011;-0,67;115695473;25325064;90370409;48088523;111407301;NA;22680722;NA;88726544;NA;NA;NA
"MEX_2012";"MEX";2012;-0,66;117274155;25325018;91949137;49012048;113546854;NA;22978473;NA;90568420;NA;NA;NA
"MEX_2013";"MEX";2013;-0,71;118827161;25310979;93516182;49929403;115672098;NA;23263356;NA;92408763;NA;NA;NA
"MEX_2014";"MEX";2014;-0,85;120355128;25283460;95071668;50840558;117782994;NA;23535364;NA;94247606;NA;NA;NA
"MEX_2015";"MEX";2015;-0,8;121858258;25242878;96615380;51745306;119879024;NA;23794411;NA;96084623;NA;NA;NA
"MEX_2016";"MEX";2016;-0,63;123333376;25188966;98144410;52642064;121956581;NA;24039780;NA;97916774;NA;NA;NA
"MEX_2017";"MEX";2017;-0,72;124777324;25121498;99655826;53492426;123926617;NA;24270789;NA;99655826;NA;NA;NA
"MEX_2018";"MEX";2018;-0,57;126190788;25041054;101149734;NA;NA;NA;NA;NA;NA;126190788;25041054;101149734
"MHL_2000";"MHL";2000;NA;50753;15946;34807;NA;NA;NA;NA;NA;NA;50753;15946;34807
"MHL_2001";"MHL";2001;NA;51422;15889;35533;NA;39567;NA;15771;NA;23796;NA;NA;NA
"MHL_2002";"MHL";2002;NA;52370;15911;36459;NA;40209;NA;15793;NA;24416;NA;NA;NA
"MHL_2003";"MHL";2003;1,17;53456;15967;37489;NA;40954;NA;15849;NA;25105;NA;NA;NA
"MHL_2004";"MHL";2004;1,13;54476;15995;38481;NA;41647;NA;15877;NA;25770;NA;NA;NA
"MHL_2005";"MHL";2005;1,07;55258;15948;39310;NA;42155;NA;15830;NA;26325;NA;NA;NA
"MHL_2006";"MHL";2006;1,04;55767;15818;39949;NA;43107;NA;15707;NA;27400;NA;NA;NA
"MHL_2007";"MHL";2007;1,08;56051;15624;40427;NA;43859;NA;15474;NA;28384;NA;NA;NA
"MHL_2008";"MHL";2008;1,01;56174;15384;40790;NA;44468;NA;15165;NA;29304;NA;NA;NA
"MHL_2009";"MHL";2009;1,38;56250;15135;41115;NA;45057;NA;14849;NA;30208;NA;NA;NA
"MHL_2010";"MHL";2010;1,15;56366;14899;41467;NA;45693;NA;14547;NA;31146;NA;NA;NA
"MHL_2011";"MHL";2011;1,06;56531;14677;41854;NA;46386;NA;14262;NA;32124;NA;NA;NA
"MHL_2012";"MHL";2012;1,03;56717;14464;42253;NA;47113;NA;13987;NA;33126;NA;NA;NA
"MHL_2013";"MHL";2013;1,05;56938;14266;42672;NA;47887;NA;13729;NA;34159;NA;NA;NA
"MHL_2014";"MHL";2014;0,99;57179;14075;43104;NA;48697;NA;13479;NA;35218;NA;NA;NA
"MHL_2015";"MHL";2015;0,92;57439;13894;43545;NA;49541;NA;13240;NA;36301;NA;NA;NA
"MHL_2016";"MHL";2016;0,21;57735;13725;44010;NA;50436;NA;13015;NA;37421;NA;NA;NA
"MHL_2017";"MHL";2017;0,87;58058;13565;44493;NA;51373;NA;12799;NA;38574;NA;NA;NA
"MHL_2018";"MHL";2018;0,86;58413;13417;44996;NA;NA;NA;NA;NA;NA;58413;13417;44996
"MKD_2000";"MKD";2000;-0,62;2034819;843475;1191344;1980739;2020874;803453;831216;1177286;1189658;NA;NA;NA
"MKD_2001";"MKD";2001;NA;2042842;851059;1191783;1988397;2028786;810677;838689;1177720;1190097;NA;NA;NA
"MKD_2002";"MKD";2002;-1,04;2048928;857876;1191052;1994168;2034774;817171;845407;1176997;1189367;NA;NA;NA
"MKD_2003";"MKD";2003;-0,99;2053426;864058;1189368;1998393;2039185;823059;851500;1175333;1187685;NA;NA;NA
"MKD_2004";"MKD";2004;-0,85;2057048;869899;1187149;2001763;2042725;828623;857256;1173140;1185469;NA;NA;NA
"MKD_2005";"MKD";2005;-1,16;2060273;874955;1185318;1991827;2045924;832193;862382;1159634;1183542;NA;NA;NA
"MKD_2006";"MKD";2006;-0,74;2063131;879250;1183881;1981572;2033512;835024;864506;1146548;1169006;NA;NA;NA
"MKD_2007";"MKD";2007;-0,43;2065426;882686;1182740;1970803;2019849;837028;865765;1133775;1154085;NA;NA;NA
"MKD_2008";"MKD";2008;-0,3;2067313;885325;1181988;1959662;2005792;838266;866225;1121396;1139567;NA;NA;NA
"MKD_2009";"MKD";2009;-0,3;2069039;887268;1181771;1925905;1991571;816368;865992;1109536;1125579;NA;NA;NA
"MKD_2010";"MKD";2010;-0,52;2070741;888571;1182170;1890215;1977303;791960;865125;1098255;1112178;NA;NA;NA
"MKD_2011";"MKD";2011;-0,62;2072487;889261;1183226;1854500;1963034;766928;863654;1087572;1099380;NA;NA;NA
"MKD_2012";"MKD";2012;-0,49;2074278;889338;1184940;1818794;1948748;741327;861584;1077468;1087164;NA;NA;NA
"MKD_2013";"MKD";2013;-0,42;2076067;888779;1187288;1783093;1934382;715191;858897;1067902;1075484;NA;NA;NA
"MKD_2014";"MKD";2014;0,26;2077775;887552;1190223;1758841;1935854;688298;857712;1070542;1078143;NA;NA;NA
"MKD_2015";"MKD";2015;-0,29;2079328;885623;1193705;1734625;1937145;660952;855847;1073674;1081297;NA;NA;NA
"MKD_2016";"MKD";2016;-0,35;2080743;883002;1197741;1710526;1938267;633223;853315;1077304;1084953;NA;NA;NA
"MKD_2017";"MKD";2017;-0,25;2081996;879680;1202316;1686582;1939201;605165;850104;1081419;1089097;NA;NA;NA
"MKD_2018";"MKD";2018;-0,2;2082957;875608;1207349;NA;NA;NA;NA;NA;NA;2082957;875608;1207349
"MLI_2000";"MLI";2000;0,24;10946445;7842451;3103994;NA;5335859;NA;2968365;NA;2367502;NA;NA;NA
"MLI_2001";"MLI";2001;NA;11271600;7994343;3277257;NA;5686870;NA;3152929;NA;2533957;NA;NA;NA
"MLI_2002";"MLI";2002;0,41;11616887;8154338;3462549;NA;6066932;NA;3356853;NA;2710086;NA;NA;NA
"MLI_2003";"MLI";2003;0,26;11982695;8322288;3660407;NA;6470174;NA;3570602;NA;2899591;NA;NA;NA
"MLI_2004";"MLI";2004;0,45;12369070;8497553;3871517;NA;6897721;NA;3794358;NA;3103363;NA;NA;NA
"MLI_2005";"MLI";2005;0,18;12775516;8679635;4095881;NA;7350075;NA;4028329;NA;3321762;NA;NA;NA
"MLI_2006";"MLI";2006;0,41;13203378;8868508;4334870;NA;7829215;NA;4272922;NA;3556271;NA;NA;NA
"MLI_2007";"MLI";2007;0,23;13651464;9062933;4588531;NA;8335259;NA;4527937;NA;3807322;NA;NA;NA
"MLI_2008";"MLI";2008;0,21;14113577;9258132;4855445;NA;8865393;NA;4791262;NA;4074115;NA;NA;NA
"MLI_2009";"MLI";2009;-0,08;14581429;9448793;5132636;NA;9414638;NA;5060155;NA;4354476;NA;NA;NA
"MLI_2010";"MLI";2010;-0,18;15049353;9631689;5417664;NA;9979208;NA;5332644;NA;4646577;NA;NA;NA
"MLI_2011";"MLI";2011;-0,71;15514590;9805322;5709268;NA;10557018;NA;5607510;NA;4949523;NA;NA;NA
"MLI_2012";"MLI";2012;-2,03;15979496;9971326;6008170;NA;11149358;NA;5885266;NA;5264104;NA;NA;NA
"MLI_2013";"MLI";2013;-1,72;16449854;10133393;6316461;NA;11760131;NA;6167793;NA;5592351;NA;NA;NA
"MLI_2014";"MLI";2014;-1,71;16934214;10296718;6637496;NA;12395692;NA;6458183;NA;5937500;NA;NA;NA
"MLI_2015";"MLI";2015;-1,69;17438778;10464833;6973945;NA;13061127;NA;6758838;NA;6302289;NA;NA;NA
"MLI_2016";"MLI";2016;-1,62;17965443;10638539;7326904;NA;13758718;NA;7070615;NA;6688117;NA;NA;NA
"MLI_2017";"MLI";2017;-1,91;18512430;10816447;7695983;NA;14487981;NA;7392931;NA;7095048;NA;NA;NA
"MLI_2018";"MLI";2018;-2,05;19077749;10997118;8080631;NA;NA;NA;NA;NA;NA;19077749;10997118;8080631
"MLT_2000";"MLT";2000;1,59;393645;30043;363602;393645;393645;NA;30043;NA;363602;NA;NA;NA
"MLT_2001";"MLT";2001;NA;396328;29168;367160;396328;396328;NA;29168;NA;367160;NA;NA;NA
"MLT_2002";"MLT";2002;1,6;398718;28291;370427;398718;398718;NA;28291;NA;370427;NA;NA;NA
"MLT_2003";"MLT";2003;1,55;400859;27419;373440;400859;400859;NA;27419;NA;373440;NA;NA;NA
"MLT_2004";"MLT";2004;1,32;402817;26559;376258;402817;402817;NA;26559;NA;376258;NA;NA;NA
"MLT_2005";"MLT";2005;1,38;404653;25715;378938;404653;404653;NA;25715;NA;378938;NA;NA;NA
"MLT_2006";"MLT";2006;1,23;406328;25259;381069;406328;406328;NA;25259;NA;381069;NA;NA;NA
"MLT_2007";"MLT";2007;1,27;407852;25055;382797;407852;407852;NA;25055;NA;382797;NA;NA;NA
"MLT_2008";"MLT";2008;1,27;409491;24859;384632;409491;409491;NA;24859;NA;384632;NA;NA;NA
"MLT_2009";"MLT";2009;1,25;411552;24690;386862;411552;411552;NA;24690;NA;386862;NA;NA;NA
"MLT_2010";"MLT";2010;1,25;414253;24559;389694;414253;414253;NA;24559;NA;389694;NA;NA;NA
"MLT_2011";"MLT";2011;1,06;417714;24472;393242;417714;417714;NA;24472;NA;393242;NA;NA;NA
"MLT_2012";"MLT";2012;1,07;421809;24419;397390;421809;421809;NA;24419;NA;397390;NA;NA;NA
"MLT_2013";"MLT";2013;1,04;426151;24379;401772;426151;426151;NA;24379;NA;401772;NA;NA;NA
"MLT_2014";"MLT";2014;1,13;430197;24320;405877;430197;430197;NA;24320;NA;405877;NA;NA;NA
"MLT_2015";"MLT";2015;1,06;433559;24220;409339;433559;433559;NA;24220;NA;409339;NA;NA;NA
"MLT_2016";"MLT";2016;1,08;436097;24073;412024;436097;436097;NA;24073;NA;412024;NA;NA;NA
"MLT_2017";"MLT";2017;1,25;437933;23885;414048;437933;437933;NA;23885;NA;414048;NA;NA;NA
"MLT_2018";"MLT";2018;1,29;439248;23666;415582;NA;NA;NA;NA;NA;NA;439248;23666;415582
"MMR_2000";"MMR";2000;-1,67;46719701;34093470;12626231;NA;21616215;NA;12975044;NA;8641238;NA;NA;NA
"MMR_2001";"MMR";2001;NA;47225120;34376215;12848905;NA;22812864;NA;13824897;NA;8987934;NA;NA;NA
"MMR_2002";"MMR";2002;-1,41;47702171;34636033;13066138;NA;24034367;NA;14695123;NA;9339256;NA;NA;NA
"MMR_2003";"MMR";2003;-1,15;48148902;34871772;13277130;NA;25278530;NA;15584090;NA;9694458;NA;NA;NA
"MMR_2004";"MMR";2004;-0,99;48564484;35082869;13481615;NA;26543375;NA;16490271;NA;10053142;NA;NA;NA
"MMR_2005";"MMR";2005;-0,9;48949924;35270588;13679336;NA;27827846;NA;17412895;NA;10414890;NA;NA;NA
"MMR_2006";"MMR";2006;-0,85;49301050;35431716;13869334;NA;29127672;NA;18348941;NA;10778722;NA;NA;NA
"MMR_2007";"MMR";2007;-1,06;49621475;35569155;14052320;NA;30443207;NA;19298298;NA;11144913;NA;NA;NA
"MMR_2008";"MMR";2008;-1,09;49929642;35696126;14233516;NA;31784341;NA;20266932;NA;11517427;NA;NA;NA
"MMR_2009";"MMR";2009;-1,29;50250367;35830778;14419589;NA;33166720;NA;21265022;NA;11901754;NA;NA;NA
"MMR_2010";"MMR";2010;-1,29;50600818;35984854;14615964;NA;34603435;NA;22300642;NA;12302776;NA;NA;NA
"MMR_2011";"MMR";2011;-1,11;50990617;36165133;14825484;NA;36103473;NA;23379945;NA;12723517;NA;NA;NA
"MMR_2012";"MMR";2012;-0,94;51413704;36366963;15046741;NA;37665659;NA;24502176;NA;13163479;NA;NA;NA
"MMR_2013";"MMR";2013;-1,14;51852468;36578128;15274340;NA;39279354;NA;25660848;NA;13618533;NA;NA;NA
"MMR_2014";"MMR";2014;-1,09;52280824;36779774;15501050;NA;40925853;NA;26843299;NA;14082515;NA;NA;NA
"MMR_2015";"MMR";2015;-1,17;52680726;36951466;15729260;NA;42099676;NA;27645594;NA;14454057;NA;NA;NA
"MMR_2016";"MMR";2016;-0,8;53045201;37088236;15956965;NA;42884000;NA;28135484;NA;14748504;NA;NA;NA
"MMR_2017";"MMR";2017;-1,08;53382523;37195827;16186696;NA;43653051;NA;28605789;NA;15047266;NA;NA;NA
"MMR_2018";"MMR";2018;-1,31;53708320;37285037;16423283;NA;NA;NA;NA;NA;NA;53708320;37285037;16423283
"MNE_2000";"MNE";2000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"MNE_2001";"MNE";2001;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"MNE_2002";"MNE";2002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"MNE_2003";"MNE";2003;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"MNE_2004";"MNE";2004;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"MNE_2005";"MNE";2005;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"MNE_2006";"MNE";2006;0,04;617860;229827;388033;515702;591732;NA;216592;368579;375140;NA;NA;NA
"MNE_2007";"MNE";2007;0,11;619555;228374;391181;526533;593672;NA;215688;371197;377984;NA;NA;NA
"MNE_2008";"MNE";2008;0,77;621320;226940;394380;537363;595667;NA;214794;373855;380873;NA;NA;NA
"MNE_2009";"MNE";2009;0,82;622939;225454;397485;548000;597510;NA;213844;376417;383667;NA;NA;NA
"MNE_2010";"MNE";2010;0,58;624275;223862;400413;556356;599070;NA;212784;378805;386286;NA;NA;NA
"MNE_2011";"MNE";2011;0,57;625270;222149;403121;561516;600099;NA;211601;380790;388498;NA;NA;NA
"MNE_2012";"MNE";2012;0,6;625925;220300;405625;566650;601070;NA;210279;382852;390791;NA;NA;NA
"MNE_2013";"MNE";2013;0,5;626345;218362;407983;571145;601343;NA;208863;384320;392480;NA;NA;NA
"MNE_2014";"MNE";2014;0,22;626645;216375;410270;575532;603503;NA;209409;385712;394094;NA;NA;NA
"MNE_2015";"MNE";2015;0,14;626956;214384;412572;579928;608552;NA;212837;387110;395715;NA;NA;NA
"MNE_2016";"MNE";2016;0,28;627264;212386;414878;583656;608781;NA;210853;389274;397927;NA;NA;NA
"MNE_2017";"MNE";2017;-0,06;627563;210379;417184;587380;609000;NA;208861;391438;400139;NA;NA;NA
"MNE_2018";"MNE";2018;0,11;627809;208348;419461;NA;NA;NA;NA;NA;NA;627809;208348;419461
"MNG_2000";"MNG";2000;0,82;2397418;1027703;1369715;534697;1482007;NA;296199;NA;1185807;NA;NA;NA
"MNG_2001";"MNG";2001;NA;2419588;1010859;1408729;546191;1533115;NA;305516;NA;1227597;NA;NA;NA
"MNG_2002";"MNG";2002;1,17;2443271;994306;1448965;557833;1585656;NA;314737;NA;1270923;NA;NA;NA
"MNG_2003";"MNG";2003;0,96;2468762;978177;1490585;569674;1639859;NA;323905;NA;1315952;NA;NA;NA
"MNG_2004";"MNG";2004;0,77;2496391;962537;1533854;581774;1695993;NA;333048;NA;1362944;NA;NA;NA
"MNG_2005";"MNG";2005;0,88;2526424;947556;1578868;594148;1754247;NA;342234;NA;1412016;NA;NA;NA
"MNG_2006";"MNG";2006;0,65;2558856;933079;1625777;606821;1814752;NA;351422;NA;1463334;NA;NA;NA
"MNG_2007";"MNG";2007;0,67;2593820;919149;1674671;619799;1877659;NA;360642;NA;1517015;NA;NA;NA
"MNG_2008";"MNG";2008;0,54;2631898;905885;1726013;633211;1943478;NA;369954;NA;1573518;NA;NA;NA
"MNG_2009";"MNG";2009;0,61;2673796;893571;1780225;647170;2012768;NA;379500;NA;1633274;NA;NA;NA
"MNG_2010";"MNG";2010;0,6;2719896;882144;1837752;661806;2086035;NA;389288;NA;1696747;NA;NA;NA
"MNG_2011";"MNG";2011;0,61;2770361;887548;1882813;672731;2155996;NA;406659;NA;1749334;NA;NA;NA
"MNG_2012";"MNG";2012;0,47;2824698;903062;1921636;681986;2225919;NA;429273;NA;1796643;NA;NA;NA
"MNG_2013";"MNG";2013;0,49;2881791;919392;1962399;691838;2299352;NA;453085;NA;1846260;NA;NA;NA
"MNG_2014";"MNG";2014;0,79;2940108;936033;2004075;701906;2375139;NA;477895;NA;1897248;NA;NA;NA
"MNG_2015";"MNG";2015;0,72;2998439;952604;2045835;711916;2452366;NA;503531;NA;1948836;NA;NA;NA
"MNG_2016";"MNG";2016;0,8;3056364;968968;2087396;721767;2530687;NA;529929;NA;2000755;NA;NA;NA
"MNG_2017";"MNG";2017;0,79;3113786;985103;2128683;738655;2594192;NA;550423;NA;2043771;NA;NA;NA
"MNG_2018";"MNG";2018;0,79;3170216;1000348;2169868;NA;NA;NA;NA;NA;NA;3170216;1000348;2169868
"MNP_2000";"MNP";2000;NA;57453;5658;51795;NA;NA;NA;NA;NA;NA;57453;5658;51795
"MNP_2001";"MNP";2001;NA;58321;5695;52626;NA;NA;NA;NA;NA;NA;58321;5695;52626
"MNP_2002";"MNP";2002;NA;58420;5657;52763;NA;NA;NA;NA;NA;NA;58420;5657;52763
"MNP_2003";"MNP";2003;NA;57947;5564;52383;NA;NA;NA;NA;NA;NA;57947;5564;52383
"MNP_2004";"MNP";2004;NA;57246;5451;51795;NA;NA;NA;NA;NA;NA;57246;5451;51795
"MNP_2005";"MNP";2005;NA;56542;5339;51203;NA;NA;NA;NA;NA;NA;56542;5339;51203
"MNP_2006";"MNP";2006;NA;55882;5232;50650;NA;NA;NA;NA;NA;NA;55882;5232;50650
"MNP_2007";"MNP";2007;NA;55219;5126;50093;NA;NA;NA;NA;NA;NA;55219;5126;50093
"MNP_2008";"MNP";2008;NA;54625;5029;49596;NA;NA;NA;NA;NA;NA;54625;5029;49596
"MNP_2009";"MNP";2009;NA;54193;4947;49246;NA;NA;NA;NA;NA;NA;54193;4947;49246
"MNP_2010";"MNP";2010;NA;53971;4885;49086;NA;NA;NA;NA;NA;NA;53971;4885;49086
"MNP_2011";"MNP";2011;NA;54012;4846;49166;NA;NA;NA;NA;NA;NA;54012;4846;49166
"MNP_2012";"MNP";2012;NA;54311;4830;49481;NA;NA;NA;NA;NA;NA;54311;4830;49481
"MNP_2013";"MNP";2013;NA;54784;4827;49957;NA;NA;NA;NA;NA;NA;54784;4827;49957
"MNP_2014";"MNP";2014;NA;55305;4827;50478;NA;NA;NA;NA;NA;NA;55305;4827;50478
"MNP_2015";"MNP";2015;NA;55780;4821;50959;NA;NA;NA;NA;NA;NA;55780;4821;50959
"MNP_2016";"MNP";2016;NA;56188;4808;51380;NA;NA;NA;NA;NA;NA;56188;4808;51380
"MNP_2017";"MNP";2017;NA;56562;4791;51771;NA;NA;NA;NA;NA;NA;56562;4791;51771
"MNP_2018";"MNP";2018;NA;56882;4767;52115;NA;NA;NA;NA;NA;NA;56882;4767;52115
"MOZ_2000";"MOZ";2000;-0,13;17711927;12558052;5153875;NA;3524066;NA;512698;NA;3011400;NA;NA;NA
"MOZ_2001";"MOZ";2001;NA;18221888;12887052;5334836;NA;3900023;NA;782895;NA;3117136;NA;NA;NA
"MOZ_2002";"MOZ";2002;0,19;18764155;13236852;5527303;NA;4389371;NA;1071399;NA;3317944;NA;NA;NA
"MOZ_2003";"MOZ";2003;0,25;19331100;13601943;5729157;NA;4908215;NA;1377361;NA;3530854;NA;NA;NA
"MOZ_2004";"MOZ";2004;0;19910552;13973592;5936960;NA;5454936;NA;1700794;NA;3754159;NA;NA;NA
"MOZ_2005";"MOZ";2005;0,12;20493925;14345858;6148067;NA;6027800;NA;2041400;NA;3986448;NA;NA;NA
"MOZ_2006";"MOZ";2006;0,52;21080110;14717787;6362323;NA;6627043;NA;2399210;NA;4227795;NA;NA;NA
"MOZ_2007";"MOZ";2007;0,36;21673316;15092333;6580983;NA;7254068;NA;2774891;NA;4479225;NA;NA;NA
"MOZ_2008";"MOZ";2008;0,38;22276596;15408315;6868281;NA;7941970;NA;3156224;NA;4785727;NA;NA;NA
"MOZ_2009";"MOZ";2009;0,63;22894710;15722170;7172540;NA;8666165;NA;3552398;NA;5113809;NA;NA;NA
"MOZ_2010";"MOZ";2010;0,39;23531574;16041490;7490084;NA;9426925;NA;3965278;NA;5461638;NA;NA;NA
"MOZ_2011";"MOZ";2011;0,33;24187494;16366289;7821205;NA;10225481;NA;4395345;NA;5830106;NA;NA;NA
"MOZ_2012";"MOZ";2012;0,39;24862664;16696170;8166494;NA;11063266;NA;4842960;NA;6220353;NA;NA;NA
"MOZ_2013";"MOZ";2013;-0,23;25560755;17033748;8527007;NA;11943347;NA;5309397;NA;6633922;NA;NA;NA
"MOZ_2014";"MOZ";2014;-0,34;26286191;17381007;8905184;NA;12869498;NA;5795949;NA;7073526;NA;NA;NA
"MOZ_2015";"MOZ";2015;-0,51;27042002;17739626;9302376;NA;13845175;NA;6303984;NA;7541156;NA;NA;NA
"MOZ_2016";"MOZ";2016;-1,09;27829938;18110003;9719935;NA;14873415;NA;6834538;NA;8038899;NA;NA;NA
